vol_id,date_id,compagnie_id,aeroport_dep_id,aeroport_arr_id,meteo_id,cause_id,retard_depart_min,retard_arrivee_min,duree_vol_min,distance_miles,annule,detourne,nb_passagers
32109,20231227,10,7,5,7,1,23,28,372,2247.0,0,0,435
32110,20231124,4,9,12,8,8,59,69,386,3614.5,0,0,191
32111,20230311,4,9,12,2,1,0,0,537,8953.1,0,0,411
32112,20241006,1,10,7,4,4,17,13,627,4348.8,0,0,250
32113,20241222,2,11,9,10,1,28,32,704,1890.1,0,0,539
32114,20220531,2,5,6,2,3,0,5,336,5244.6,0,0,152
32115,20220915,5,9,4,2,1,0,0,152,1452.3,0,0,404
32116,20220927,6,8,10,2,1,0,0,672,6311.0,0,0,243
32117,20230113,8,5,11,3,1,27,25,659,6387.0,0,0,141
32118,,6,11,7,1,7,0,9,576,6565.1,0,0,168
32119,20230717,4,8,7,3,1,0,10,571,#ERR,0,0,496
32120,20220106,1,2,12,7,1,0,0,666,8378.6,0,0,346
32121,20240611,2,1,7,1,2,0,10,423,1883.0,0,0,340
32122,20230601,3,7,3,1,1,0,5,629,5702.7,0,0,164
32123,20221121,4,11,5,3,5,0,0,247,4134.8,0,0,469
32124,20220215,8,2,9,3,1,0,5,219,6580.7,0,0,82
32125,20241127,6,1,2,5,1,0,4,448,8766.3,0,0,443
32126,20221023,3,10,7,8,1,46,55,350,8610.5,0,0,314
32127,20231220,6,,12,1,1,0,0,115,6283.0,0,0,168
32128,20220801,1,5,3,6,1,0,9,446,860.0,0,0,367
32129,20220807,2,11,2,3,7,0,0,264,6374.6,0,0,284
32130,20221112,10,8,3,1,1,17,14,95,2490.6,0,0,85
32131,20241008,3,4,5,1,1,0,0,374,8802.4,0,0,549
32132,20230207,4,5,10,1,2,0,6,398,7881.5,0,0,342
32133,20230428,10,5,3,3,1,0,0,500,1869.3,0,0,357
32134,20220909,7,4,6,7,1,0,0,421,832.7,0,0,546
32135,20220516,5,5,9,2,5,0,6,322,4995.7,0,0,438
32136,20240504,10,10,9,10,4,0,5,655,4850.3,0,0,188
32137,,8,2,2,4,1,0,6,190,213.4,0,0,264
32138,20221028,9,10,11,7,7,133,128,224,7320.3,0,0,520
32139,20240907,8,12,9,2,1,0,0,610,3663.4,0,0,177
32140,20240729,9,4,11,1,3,0,0,469,7103.6,0,0,122
32141,20221120,8,11,12,1,1,0,0,429,6490.3,0,0,400
32142,20241226,10,6,3,1,1,0,0,306,1482.8,0,0,321
32143,20220201,1,7,11,2,4,0,6,244,7994.7,0,0,265
32144,20230323,8,10,1,7,1,72,79,425,1312.6,0,0,280
32145,20240513,9,12,8,1,8,0,8,305,8044.2,0,0,303
32146,20230910,8,2,4,3,1,0,9,437,5927.8,0,0,302
32147,20220330,1,5,4,1,1,0,0,176,8588.1,0,0,133
32148,20230312,5,5,2,5,3,110,106,79,1386.6,0,0,73
32149,20220410,9,10,2,9,1,42,50,218,4086.4,0,0,517
32150,20220120,4,12,6,3,7,0,0,399,4955.7,0,0,537
32151,20220128,6,7,12,2,1,0,10,270,7245.1,0,0,435
32152,20240103,7,5,6,3,1,0,5,262,4991.6,0,0,214
32153,20220430,3,8,4,1,2,0,0,307,2376.5,0,0,227
32154,20230212,6,7,9,1,1,0,9,144,1160.3,0,0,405
32155,20220729,10,5,1,8,1,21,17,563,5230.4,0,0,497
32156,20220121,6,11,8,1,8,0,7,72,3510.3,0,0,326
32157,20220720,4,1,11,10,1,108,113,464,7628.8,0,0,410
32158,20230413,7,2,12,1,1,0,4,134,4541.3,0,0,401
32159,20220205,4,4,2,2,1,0,6,614,6554.2,0,0,457
32160,20240602,4,9,6,2,1,0,3,707,1484.0,0,0,445
32161,20240430,4,9,3,6,5,0,7,532,2604.9,0,0,77
32162,20230201,4,6,5,8,4,0,0,295,2766.3,0,0,518
32163,20220305,6,11,8,1,7,0,0,618,2561.3,0,0,84
32164,20221127,5,1,6,1,1,0,1,322,4586.2,0,0,392
32165,20240912,1,6,12,2,7,0,2,273,6734.8,0,0,211
32166,20231023,3,9,11,1,5,0,10,197,2314.9,0,0,64
32167,20220606,8,4,1,9,1,52,50,633,8089.2,0,0,200
32168,20231221,4,2,12,2,1,0,0,0,1584.1,0,0,256
32169,20230410,2,4,5,3,1,0,4,633,7235.2,0,0,188
32170,20230226,9,3,6,1,7,0,1,438,3825.9,0,0,244
32171,20220128,3,,7,1,1,0,6,719,3863.0,0,0,101
32172,20231009,10,12,9,3,6,5576,0,394,7343.9,0,0,320
32173,20220323,3,2,7,8,1,0,5,82,5152.8,0,0,154
32174,20220101,5,5,8,4,7,12,18,302,8431.1,0,0,411
32175,20230423,4,8,5,2,8,12,20,199,6535.1,0,0,397
32176,20220317,2,2,10,1,1,0,5,698,6406.0,0,0,300
32177,20230727,9,5,8,1,1,0,0,718,1971.5,0,0,506
32178,20230122,1,6,12,1,1,0,0,689,3323.9,0,0,94
32179,20240319,9,7,12,10,1,35,38,605,8896.6,0,0,118
32180,20240731,10,9,10,1,1,0,7,444,6428.2,0,0,147
32181,20231117,7,10,11,1,1,-101,6,520,8085.8,0,0,269
32182,20241125,5,5,6,3,7,16,19,135,5658.5,0,0,72
32183,20220429,6,10,10,2,7,7534,4,533,1301.3,0,0,101
32184,20240307,8,3,11,5,1,12,18,605,6091.7,0,0,332
32185,20240819,5,6,12,4,1,0,0,492,1231.2,0,0,167
32186,20240720,9,12,8,7,1,97,97,188,5835.5,0,0,450
32187,20240305,10,8,12,2,5,0,10,326,4882.9,0,0,518
32188,20240304,10,2,11,7,1,6,4,253,6957.3,0,0,519
32189,20241102,3,6,8,1,1,0,0,120,1642.9,0,0,432
32190,20231207,5,11,3,2,1,0,6,155,4668.3,0,0,511
32191,20220201,9,10,12,1,1,0,0,584,854.5,0,0,153
32192,20241211,9,7,6,4,1,113,122,83,749.6,0,0,368
32193,20240319,9,10,12,1,1,0,1,497,6656.1,0,0,457
32194,20230325,10,4,11,1,1,7,17,421,1163.3,0,0,531
32195,20221205,4,1,3,1,1,0,4,108,1321.9,0,0,476
32196,20221217,7,5,10,2,1,0,2,518,3811.4,0,0,334
32197,,5,10,11,2,1,16,12,104,1192.5,0,0,396
32198,20220129,4,12,3,1,1,0,10,448,5786.5,0,0,123
32199,20240430,5,6,11,1,1,0,10,184,5667.0,0,0,430
32200,20230407,1,6,12,1,1,0,0,120,1214.0,0,0,220
32201,20221216,7,7,11,1,1,0,10,639,7400.4,0,0,261
32202,20220504,9,11,4,4,1,99,94,613,4441.7,0,0,352
32203,20240216,10,8,9,1,1,0,1,319,5568.8,0,0,73
32204,20240620,1,3,4,1,1,0,2,577,6308.6,0,0,345
32205,20230220,10,1,3,1,1,0,0,486,357.3,0,0,444
32206,20230413,1,5,12,1,1,0,0,499,7715.7,0,0,-50
32207,20240710,4,11,9,3,2,65,68,144,#ERR,0,0,206
32208,20240214,7,8,10,7,8,27,28,307,488.9,0,0,141
32209,20220319,10,5,3,1,7,0,5,305,964.5,0,0,-50
32210,20220511,3,1,4,1,1,0,9,452,3450.2,0,0,168
32211,20221011,5,9,7,2,1,0,7,642,8413.5,0,0,259
32212,20220916,3,11,,2,1,0,1,91,6479.3,0,0,205
32213,20230328,7,7,11,3,8,0,5,289,5716.8,0,0,361
32214,20220806,4,7,1,3,2,76,79,141,6623.8,0,0,317
32215,20220729,3,4,1,10,1,0,0,387,889.1,0,0,370
32216,20240827,2,8,7,2,1,0,1,528,7810.7,0,0,418
32217,20230317,6,1,6,2,1,0,0,515,4903.8,0,0,112
32218,20220420,2,3,10,3,1,0,0,148,4545.8,0,0,487
32219,20230323,7,6,6,5,1,0,6,398,3674.7,0,0,370
32220,20241029,6,11,5,2,1,0,0,373,6481.3,0,0,472
32221,20221013,4,7,10,1,1,0,0,433,1564.2,0,0,105
32222,20220225,2,4,5,8,1,0,0,102,5243.6,0,0,246
32223,20220805,4,5,7,2,1,0,3,516,8627.2,0,0,505
32224,20220322,9,11,6,6,1,74,73,527,462.5,0,0,282
32225,20241108,6,2,7,2,3,0,0,479,7861.6,0,0,418
32226,20220623,2,2,11,2,6,0,0,562,4497.7,0,0,497
32227,20230617,1,1,11,7,1,0,0,365,2825.5,0,0,202
32228,20231226,10,3,6,5,1,-294,62,203,1190.6,0,0,115
32229,20230916,3,12,3,1,1,0,0,692,7436.7,0,0,382
32230,20240724,1,10,6,2,1,0,1,406,4501.8,0,0,208
32231,20241205,2,1,3,2,1,0,0,565,4866.9,0,0,156
32232,20240613,6,11,3,2,1,0,7,112,5969.8,0,0,398
32233,20240313,4,12,2,1,1,0,1,283,3265.0,0,0,472
32234,20241103,999,6,8,4,1,23,33,537,3941.4,0,0,345
32235,20220114,7,10,9,2,8,0,0,409,6967.3,0,0,166
32236,20241206,1,1,2,2,6,0,0,0,7824.7,0,0,100
32237,20240125,7,3,5,2,1,0,1,483,1740.0,0,0,102
32238,20220524,1,11,11,2,1,0,9,279,5106.3,0,0,224
32239,20220523,5,11,11,10,8,0,2,113,1380.4,0,0,210
32240,20230906,9,1,3,7,1,166,162,317,5099.9,0,0,420
32241,20230811,7,7,5,3,1,0,0,699,209.8,0,0,521
32242,20221208,1,12,3,1,1,0,5,150,6896.1,0,0,360
32243,20240815,1,8,12,1,1,0,0,663,6730.6,0,0,491
32244,20220528,9,4,6,2,2,0,0,104,4861.5,0,0,466
32245,20220520,9,9,11,1,1,0,0,414,2194.9,0,0,277
32246,20230314,8,7,1,2,1,0,0,248,4529.8,0,0,531
32247,20220211,6,3,11,3,1,0,0,314,4401.1,0,0,227
32248,20241115,8,7,10,6,6,0,9,78,8761.3,0,0,116
32249,20230725,10,4,10,2,1,0,2,474,7603.5,0,0,392
32250,20220717,10,6,4,4,2,0,9,625,2989.9,0,0,76
32251,20221221,3,9,6,1,5,0,0,460,6968.4,0,0,207
32252,20231014,6,1,9,8,1,0,4,280,3263.8,0,0,309
32253,20230824,6,6,2,3,1,0,9,123,6721.4,0,0,288
32254,20240523,3,6,1,1,7,0,3,534,3834.2,0,0,255
32255,20240513,10,8,5,2,8,0,10,161,2574.6,0,0,324
32256,20230609,4,9,11,2,1,0,2,646,8255.9,0,0,164
32257,20220223,8,7,4,4,1,85,94,140,2785.2,0,0,229
32258,20220811,8,7,8,2,1,0,5,669,3062.9,0,0,159
32259,20230303,3,11,6,3,2,0,0,252,7290.0,0,0,527
32260,20241116,3,11,12,2,1,0,5,108,6920.6,0,0,0
32261,20230601,9,11,9,3,7,58,67,654,7291.1,0,0,72
32262,20220112,4,5,9,2,1,0,1,86,6737.3,0,0,81
32263,20221112,4,9,6,3,3,0,0,657,3356.8,0,0,474
32264,20230827,1,9,2,2,1,0,3,293,585.8,0,0,10000
32265,20230207,8,8,1,4,1,0,8,469,4277.9,0,0,499
32266,20220122,99,12,2,1,4,0,0,527,5780.7,0,0,69
32267,20231022,5,12,11,2,1,0,3,472,3737.7,0,0,262
32268,20241205,6,4,1,2,1,19,17,675,1959.2,0,0,156
32269,20220413,1,10,12,3,4,0,0,527,8828.4,0,0,142
32270,20220929,9,12,2,2,1,0,0,254,612.6,0,0,150
32271,20240704,6,1,10,8,1,0,6,476,2123.8,0,0,275
32272,20220428,9,10,4,1,1,0,0,475,3935.9,0,0,540
32273,20230422,7,6,9,2,8,0,0,102,8160.5,0,0,108
32274,20230608,2,4,7,2,1,0,0,465,4744.8,0,0,131
32275,20220625,8,8,2,1,8,0,10,163,263.9,0,0,149
32276,20220604,,2,7,1,1,0,0,481,3175.8,0,0,399
32277,20230213,9,3,7,2,1,0,0,381,2605.2,0,0,197
32278,20240216,4,3,7,2,1,0,2,151,5663.0,0,0,432
32279,20241016,4,10,3,7,6,201,201,658,6765.4,0,0,424
32280,20240512,4,1,12,4,1,-103,0,274,4997.6,0,0,230
32281,20241216,6,8,5,1,1,0,1,278,5888.2,0,0,234
32282,20220920,2,4,8,1,1,0,1,534,6829.4,0,0,137
32283,20230606,8,7,12,3,8,8,14,704,6977.6,0,0,-50
32284,20230526,10,3,10,4,1,0,4,661,547.1,0,0,108
32285,20231110,6,10,5,2,1,0,2,238,3067.6,0,1,230
32286,20240927,5,3,7,2,2,0,8,681,8228.8,0,0,393
32287,,4,7,8,2,1,0,0,249,1842.3,0,0,493
32288,20221007,6,10,3,1,1,0,0,125,7648.6,0,0,527
32289,20240530,5,10,1,8,4,0,4,103,7528.8,0,0,142
32290,20230903,3,8,10,6,1,0,0,693,6023.9,0,0,237
32291,20220221,5,10,5,3,1,0,7,574,7696.8,0,0,301
32292,20230623,5,,10,2,3,10,17,470,5021.2,0,0,258
32293,20240423,5,12,1,2,2,0,5,0,581.3,0,0,66
32294,20220312,3,7,2,1,1,5998,2,447,3691.8,0,0,256
32295,,1,11,12,1,3,0,0,-10,7715.5,0,0,154
32296,20240722,9,5,2,2,3,0,0,386,3862.8,0,0,152
32297,20240613,2,8,1,1,1,0,0,565,7044.1,0,0,517
32298,20231012,8,10,7,3,1,0,2,216,7727.7,0,0,190
32299,20220724,10,2,10,1,1,0,0,325,5614.6,0,0,242
32300,20241102,7,1,12,1,5,0,1,365,7870.5,0,0,84
32301,20230305,6,6,4,8,3,0,9,558,6480.1,0,0,291
32302,20240716,5,8,7,3,1,0,9,670,3153.6,0,0,227
32303,20231223,8,12,7,1,1,0,10,87,6540.8,0,0,77
32304,20220516,3,5,3,1,1,0,0,614,2611.9,0,0,458
32305,20240403,8,12,3,1,1,0,4,83,8001.7,0,0,437
32306,20230526,7,11,8,1,1,0,6,135,834.1,0,0,102
32307,20220616,8,7,11,4,8,77,82,622,5931.2,0,0,124
32308,20230327,5,4,5,1,7,0,0,75,5489.5,0,0,447
32309,20230330,5,11,4,2,1,0,2,328,4652.9,0,0,64
32310,20230714,1,4,2,1,1,0,9,682,224.7,0,0,97
32311,20240207,2,3,6,10,8,0,0,359,4884.2,0,0,136
32312,20220611,4,4,7,4,1,0,5,96,8483.7,0,0,0
32313,,7,7,2,1,6,2107,2,364,1866.5,0,0,305
32314,20240214,1,10,1,2,1,0,1,119,2397.5,0,0,227
32315,20240404,9,12,11,1,1,0,0,451,856.5,0,0,118
32316,20221105,10,7,3,2,1,0,8,265,5219.9,0,0,153
32317,20230107,8,2,9,5,7,4973,143,316,4015.7,0,0,356
32318,20221211,8,5,5,2,1,0,0,155,7298.8,0,0,178
32319,20230310,9,6,4,2,1,0,5,572,7958.9,0,0,301
32320,20220901,2,11,8,1,1,0,2,673,6648.6,0,0,213
32321,20241122,6,1,8,6,6,0,3,686,6605.4,0,0,275
32322,20241026,5,5,4,8,1,0,6,275,1668.9,0,0,73
32323,20241225,3,1,7,2,1,0,0,174,1940.6,0,0,507
32324,20230718,10,9,12,1,1,0,0,492,694.4,0,0,362
32325,20230624,2,9,6,5,7,0,0,648,710.9,0,0,238
32326,20220102,6,10,4,1,1,0,0,313,375.0,0,0,306
32327,20240719,1,10,3,8,1,0,4,569,1334.3,0,0,10000
32328,20230618,1,8,11,3,1,41,49,675,2527.7,0,0,534
32329,20230529,8,1,5,1,6,0,0,643,7857.8,0,0,362
32330,20221214,1,10,3,2,1,0,4,601,4505.4,0,0,150
32331,20240511,10,7,3,1,1,9,5,384,2995.4,0,0,221
32332,20220327,9,1,10,1,8,0,0,424,3139.7,0,0,547
32333,20220612,6,7,11,3,2,0,0,216,3286.7,0,0,126
32334,20230316,3,9,8,3,1,0,5,584,341.6,0,0,353
32335,20230921,,10,12,8,1,0,0,387,8324.9,0,0,380
32336,20220501,3,8,12,4,2,0,10,441,8249.2,0,0,435
32337,20240106,10,6,4,4,1,0,1,376,212.3,0,0,179
32338,20230905,3,8,9,3,1,0,1,149,998.4,0,0,242
32339,20231225,8,10,4,3,1,32,31,184,4585.9,0,0,525
32340,20220326,8,12,4,2,1,0,5,249,8561.8,0,0,488
32341,20241015,2,5,8,8,1,0,5,365,2144.8,0,0,88
32342,20230228,2,3,9,3,1,0,1,667,8961.7,0,0,524
32343,20220103,10,1,7,4,3,0,0,336,748.5,0,0,65
32344,20231209,8,4,9,1,1,0,5,271,6654.8,0,0,357
32345,20230702,8,12,10,3,4,0,0,617,5053.0,0,0,430
32346,20220504,10,8,7,4,1,64,59,287,5926.5,0,0,165
32347,20230917,6,9,7,1,7,0,6,720,7885.1,0,0,364
32348,20240823,9,6,1,6,2,0,0,0,1565.4,0,0,485
32349,20240520,6,4,9,1,1,0,0,156,5022.4,0,0,265
32350,20241219,3,9,6,3,1,20,17,429,8292.8,0,0,512
32351,20220915,1,11,2,2,1,0,6,232,4659.2,0,0,176
32352,20230210,9,10,2,3,4,0,8,554,840.0,0,0,549
32353,20220106,10,6,10,2,2,0,9,413,6434.2,0,0,322
32354,20230630,1,7,11,1,1,11,16,196,5117.3,0,0,354
32355,20240502,7,11,10,2,1,0,0,576,6922.1,0,0,541
32356,20231023,7,5,7,1,1,0,4,196,6129.3,0,0,200
32357,20240407,3,5,10,2,1,0,0,239,7662.8,0,0,311
32358,20241008,7,2,10,6,1,70,80,211,3893.7,0,0,209
32359,20240524,3,3,1,5,1,0,0,468,8501.4,0,0,389
32360,20241119,7,5,6,1,1,0,7,631,4392.6,0,0,439
32361,20230130,6,11,11,8,1,38,38,356,7150.7,0,0,417
32362,20240409,10,,12,1,5,15,20,649,375.4,0,0,265
32363,20241108,10,2,4,1,3,0,1,673,7510.4,0,0,484
32364,20240502,1,6,8,3,1,40,35,108,1072.7,0,0,135
32365,20230319,3,2,6,5,8,15,23,401,2660.8,0,0,526
32366,20220202,1,9,5,1,1,0,8,635,6421.6,0,0,102
32367,20230504,4,5,,1,1,0,0,419,825.0,0,0,93
32368,20231228,5,1,12,10,4,75,72,60,8604.2,0,0,281
32369,20240103,5,2,1,2,1,0,0,470,6872.6,0,0,490
32370,20221103,4,10,4,5,1,134,144,88,1640.2,0,0,528
32371,20240810,7,6,2,10,1,0,0,222,4610.5,0,0,475
32372,20231128,6,9,7,1,1,0,9,312,6401.4,0,0,523
32373,20230506,2,1,,1,2,0,1,512,525.9,0,0,283
32374,20230708,,3,10,2,2,0,3,529,1752.4,0,0,534
32375,20240222,8,8,6,2,1,-181,7,547,1886.8,0,0,456
32376,20230806,9,11,10,2,8,0,6,73,782.5,0,0,175
32377,20230512,5,5,11,2,1,0,2,688,2716.2,0,0,345
32378,20220224,2,1,12,2,1,0,10,82,478.4,0,0,431
32379,20220703,3,8,6,5,8,0,1,521,1802.7,0,0,517
32380,20240528,5,12,4,6,2,116,117,680,6264.5,0,0,461
32381,20231208,10,9,12,3,1,0,0,597,5510.8,0,0,372
32382,20231006,1,6,10,8,1,0,2,96,2822.4,0,0,190
32383,20240908,7,9,1,3,3,0,0,628,3278.5,0,0,525
32384,20231225,2,9,3,1,1,-240,7,260,6043.9,0,0,426
32385,20240909,7,12,5,6,1,56,65,596,5776.2,0,0,64
32386,20231230,1,1,8,2,1,0,8,539,4860.6,0,0,278
32387,,7,5,12,3,1,25,34,179,4258.1,0,0,220
32388,20231115,,10,2,1,1,0,0,198,1409.7,0,0,345
32389,20230519,10,5,1,2,7,0,0,690,1428.6,0,0,498
32390,20220325,5,3,6,1,1,0,0,341,1107.0,0,0,232
32391,20220404,5,11,4,6,1,0,10,328,1107.8,0,0,135
32392,20221014,6,9,4,2,1,4227,0,447,5825.0,0,0,241
32393,20220705,6,8,7,1,1,0,5,263,1954.1,0,0,287
32394,20230127,5,12,6,1,1,0,7,243,2792.2,0,0,170
32395,20240609,9,1,6,1,1,0,0,511,2853.2,0,0,302
32396,20241124,1,6,9,6,8,0,6,61,1759.0,0,0,216
32397,20240604,7,1,12,3,1,0,0,692,8215.3,0,0,152
32398,20230419,,7,9,1,8,0,0,248,7757.1,0,0,267
32399,20221111,9,9,6,1,1,0,3,144,6652.6,0,0,331
32400,20220923,3,11,9,8,1,-17,4,386,6352.8,0,0,466
32401,20220910,10,8,3,3,1,0,3,710,5828.9,0,0,255
32402,20230111,7,10,1,1,1,0,8,141,5352.0,0,0,91
32403,20240703,6,4,12,3,1,12,15,133,1459.0,0,0,195
32404,20241205,2,1,11,1,1,0,3,247,1474.5,0,0,497
32405,20230318,4,3,12,6,1,0,0,489,808.8,0,0,335
32406,20230125,1,7,12,9,1,110,109,85,1965.4,0,0,456
32407,20230217,10,8,11,2,1,0,10,269,6916.9,0,0,328
32408,20220806,1,4,9,3,1,0,6,359,7876.2,0,0,321
32409,20230525,10,6,8,1,1,0,3,453,5427.7,0,0,101
32410,20221226,2,1,8,1,1,0,7,262,1466.7,0,0,270
32411,20240629,4,6,11,1,1,0,0,554,1075.0,0,0,485
32412,20240805,7,8,10,3,8,23,29,159,7572.8,0,0,266
32413,20221007,3,11,10,1,1,0,0,77,5183.7,0,0,78
32414,20221211,4,3,10,2,1,0,3,154,5356.6,0,0,195
32415,20230807,6,10,9,1,1,0,9,494,2330.9,0,0,543
32416,20241223,8,2,3,2,1,0,0,582,1342.8,0,0,65
32417,20220720,6,11,5,9,1,37,41,570,2100.7,0,0,533
32418,20230909,6,6,3,1,1,0,10,452,5793.7,0,0,325
32419,20240131,5,11,9,4,1,0,7,156,2616.5,0,0,294
32420,20221107,1,5,10,2,1,9,15,174,312.2,0,0,213
32421,20221201,4,1,7,2,1,0,1,194,770.5,0,0,435
32422,20240221,8,5,10,1,1,0,0,600,6214.3,0,0,207
32423,20231211,5,7,2,3,1,0,0,129,7661.9,0,0,123
32424,20221015,3,3,2,10,4,0,4,371,8191.1,1,1,515
32425,20230110,8,8,11,2,1,5122,10,164,3274.2,0,0,268
32426,20230526,1,12,3,8,1,0,2,699,7790.8,0,0,523
32427,20240808,6,5,11,2,1,0,5,681,1070.0,0,0,332
32428,,3,2,7,3,5,0,4,474,4259.3,0,0,504
32429,20240307,7,9,6,1,1,0,4,306,1931.2,0,0,167
32430,20230309,2,1,5,1,1,0,1,346,3782.2,0,0,229
32431,20230717,7,2,12,2,1,16,25,448,821.8,0,0,187
32432,20231207,7,8,9,8,3,18,25,366,884.9,0,0,405
32433,20241109,1,9,8,6,1,39,38,76,3969.7,0,0,472
32434,20241115,4,2,12,2,1,0,0,126,873.2,0,0,123
32435,20230710,6,2,9,3,1,5392,7,352,5620.5,0,0,505
32436,20241224,2,10,5,3,7,0,8,116,1439.6,0,0,469
32437,20240519,3,5,7,3,1,7,4,442,7355.8,0,0,203
32438,20240627,9,3,6,2,1,0,0,694,8229.1,0,0,154
32439,20230704,4,1,8,8,1,2808,9,192,6149.5,0,0,183
32440,20241221,4,4,5,2,1,34,29,485,1172.7,0,0,289
32441,20231126,6,3,2,2,1,0,7,640,1277.7,0,0,237
32442,20220709,5,8,6,1,1,0,7,715,598.7,0,0,123
32443,20221201,6,3,5,8,1,0,0,126,5151.1,1,0,399
32444,20230323,2,3,12,1,1,0,6,177,302.8,0,0,179
32445,20220909,10,12,9,2,2,0,2,450,2479.2,0,0,213
32446,20240707,2,8,3,2,5,0,2,334,1469.5,0,0,284
32447,20241128,4,8,9,3,1,0,0,122,2023.0,0,0,128
32448,20230704,10,12,11,8,1,54,56,565,5880.2,0,0,144
32449,20220223,10,2,7,10,1,0,0,538,466.7,0,0,532
32450,20220608,1,4,3,1,6,0,1,129,6422.6,0,0,274
32451,20220903,8,3,7,2,1,0,1,61,2377.9,0,0,478
32452,20241106,9,7,8,2,1,0,9,118,2250.9,0,0,177
32453,20231203,5,11,7,4,1,0,1,322,5065.1,0,0,503
32454,20220501,8,3,2,1,6,0,3,254,526.5,0,0,474
32455,20230614,3,4,7,10,1,-215,2,361,3770.3,0,0,182
32456,20230608,6,8,3,3,1,0,0,153,244.1,0,0,240
32457,20231120,5,1,4,7,1,0,5,548,7403.2,0,0,426
32458,20230703,2,6,11,3,1,0,0,143,516.2,0,0,88
32459,20220605,7,3,12,1,1,0,0,207,3873.4,0,0,143
32460,20220612,6,8,12,1,1,0,0,144,2870.0,0,0,65
32461,20241004,8,5,7,2,3,0,3,581,2475.8,0,0,268
32462,20230121,8,11,2,1,1,0,0,286,527.1,0,0,344
32463,20240428,2,12,7,2,1,0,1,382,1652.6,0,0,62
32464,20220203,3,7,1,2,1,0,10,700,3036.5,0,0,237
32465,20230118,3,3,,3,1,0,0,173,4732.9,0,0,277
32466,20230306,3,,11,10,3,0,0,166,5122.8,0,0,82
32467,20220517,8,10,1,1,1,0,3,469,2135.4,0,0,446
32468,20230118,8,3,6,5,7,149,147,699,3014.3,0,0,549
32469,20220416,9,10,4,3,1,53,51,460,634.4,0,0,206
32470,20220418,10,1,9,1,5,0,0,667,432.0,0,0,101
32471,,10,3,9,1,1,10,18,540,2156.7,0,0,416
32472,20240513,10,11,5,1,1,0,10,644,6875.0,0,0,517
32473,20220627,9,4,5,8,1,0,1,422,5466.7,0,0,426
32474,20220629,7,5,7,3,1,0,6,114,2563.2,0,0,401
32475,20240915,3,2,10,1,4,0,0,470,1764.2,0,0,546
32476,20220208,9,8,5,3,1,0,0,375,927.3,0,0,155
32477,20230720,5,3,10,3,8,0,8,406,7780.2,0,0,257
32478,20230528,3,7,11,1,1,0,1,620,1402.2,0,0,170
32479,20230808,3,10,11,3,1,0,0,398,4925.3,0,0,511
32480,20230224,2,3,6,1,7,0,0,347,8733.7,0,0,96
32481,20230608,8,5,8,4,1,61,60,304,6680.8,0,0,523
32482,20220831,3,1,7,1,7,-248,6,271,4056.5,0,0,168
32483,20240927,1,7,8,6,3,0,3,327,6078.7,1,0,245
32484,20220628,9,12,2,2,6,-55,0,204,5456.2,0,0,491
32485,20240820,10,10,11,6,1,0,4,435,5674.2,0,0,159
32486,20240111,4,4,10,8,6,0,0,532,5113.2,0,0,244
32487,,8,8,9,4,1,0,7,320,2678.4,0,0,306
32488,20220716,10,10,2,2,1,29,31,65,4865.1,0,0,443
32489,20221201,5,12,9,7,1,67,66,666,2674.4,0,0,179
32490,20230302,2,12,5,2,1,0,8,109,6897.6,0,0,338
32491,20221101,5,10,9,1,8,0,2,677,5791.6,0,0,133
32492,20220913,7,2,2,2,6,0,8,546,6251.0,0,0,506
32493,20230913,8,12,7,8,7,0,0,132,7372.7,0,0,72
32494,20221223,3,5,1,3,1,0,0,116,2966.2,0,0,62
32495,20240917,6,7,11,2,1,0,0,701,5220.4,0,0,429
32496,20230630,9,1,5,2,1,0,10,349,8371.1,0,0,309
32497,20220929,1,10,5,8,1,0,8,584,5508.6,0,0,448
32498,20230415,2,,8,1,6,0,0,217,7193.0,0,0,311
32499,20230503,9,10,9,5,6,0,0,162,586.7,0,0,113
32500,20220605,10,9,8,1,6,0,3,309,3847.1,0,0,549
32501,20220305,5,9,7,1,1,0,4,317,8239.6,0,0,381
32502,20230113,3,11,8,1,1,0,2,602,3937.1,0,0,62
32503,20220712,1,10,8,4,2,78,75,421,5126.7,0,0,278
32504,20231105,6,12,4,1,1,0,5,145,7164.3,0,0,326
32505,20220106,10,9,11,1,1,0,5,231,5225.7,0,0,184
32506,20230510,1,9,7,2,6,0,4,160,8107.8,0,0,525
32507,20220921,5,4,10,1,1,0,1,653,8311.0,0,0,374
32508,20240513,,4,9,1,1,0,10,641,6382.6,0,0,421
32509,20220323,10,3,9,1,1,0,0,536,5668.2,0,0,314
32510,20220117,8,8,9,9,3,127,135,97,4778.1,0,0,383
32511,20231119,4,4,11,1,5,15,24,387,6004.1,0,0,229
32512,20220101,8,10,8,7,1,108,110,505,5338.5,0,0,503
32513,20240416,5,9,1,1,1,0,7,287,8083.7,0,0,374
32514,20220408,1,5,9,2,1,0,0,608,6236.1,0,0,523
32515,20230510,6,1,7,3,1,0,0,297,7301.9,0,0,381
32516,20221028,1,12,1,1,1,0,0,703,4386.9,0,0,540
32517,20230707,8,7,,2,1,0,1,393,7321.7,0,0,478
32518,20240522,10,8,2,1,1,0,0,214,6641.7,0,0,266
32519,20230323,10,1,11,1,1,0,0,658,7572.8,0,0,361
