incident_id,date_id,compagnie_id,aeroport_id,type_incident_id,severite_score,duree_immobilisation_h,cout_incident_usd,nb_passagers_affectes,resolu
1022,20230320,3,6,1,1,40.9,477584.39,181,1
1023,20220603,6,3,2,1,16.4,1564228.39,196,1
1024,20231001,10,10,2,2,16,799137.92,355,1
1025,20230926,9,11,5,2,21.5,1361764.69,369,1
1026,20230607,9,8,1,5,5.8,1504482.4,197,1
1027,20240930,6,9,7,5,56.6,1433059.81,286,1
1028,20221104,8,2,3,5,11.3,1476446.36,73,1
1029,20221208,7,4,5,3,38,1948227.09,5,1
1030,20230523,10,7,6,2,65.6,1853947.99,122,1
1031,20231220,6,12,3,1,51.3,1968296.65,13,0
1032,20240620,1,10,2,1,64.9,463144.1,270,1
1033,20221115,6,1,3,2,17.5,683477.36,116,0
1034,20230519,6,2,5,3,67.3,1548002.44,11,1
1035,20221225,3,4,5,4,1.3,846462.33,208,1
1036,20240111,1,2,9,1,27.2,1467422.27,258,1
1037,20220602,8,9,9,4,24.4,457404.2,269,0
1038,20220127,8,8,1,2,68.8,1978846.02,25,1
1039,20221102,10,11,5,1,48.8,548903.36,18,1
1040,20230424,3,12,6,2,9.4,391546.55,357,0
1041,20230318,7,6,6,4,51.1,1584768.03,321,1
1042,20230928,4,12,1,5,71,1234611.99,268,1
1043,20220327,8,1,7,3,51,1771880.9,277,1
1044,20230319,10,9,6,4,47.2,228651.84,478,1
1045,20240325,6,6,3,4,24.8,1485444,278,1
1046,20230425,8,1,5,4,23.6,1575325.66,373,1
1047,20220829,4,3,9,5,9.8,295016.53,442,1
1048,20230825,5,9,6,1,46.8,26425.9,267,1
1049,20240811,4,7,8,4,39.1,1714345.39,329,0
1050,20221106,7,12,2,5,64.9,100057.95,129,0
1051,20220121,1,10,4,4,35.2,1548024.65,414,1
1052,,7,12,6,3,8.4,670967.77,433,1
1053,20241217,4,3,3,5,44.3,583775.02,168,1
1054,20230804,6,3,3,4,42.3,135071.32,354,0
1055,20220602,7,1,2,2,1.2,877349.15,220,1
1056,20220710,5,4,9,2,52.6,149723.71,103,1
1057,20230419,8,9,5,5,38.8,1303205.51,151,0
1058,20240117,4,11,5,5,41,1681405.38,76,1
1059,20231020,7,2,2,1,12.2,1021296.39,264,1
1060,20220217,4,10,5,4,41.6,1355271.75,456,0
1061,20241104,8,4,9,2,36.8,1978123.18,207,1
1062,20231214,2,12,3,2,63.2,447775.65,412,1
1063,20221001,1,10,1,2,41,365329.15,257,1
1064,20241011,4,7,8,1,20.8,1968915.56,89,1
1065,20231230,1,10,1,4,18.7,608234.42,197,1
1066,20220516,9,4,10,2,31,1483030.74,320,1
1067,20230225,2,11,5,4,17.5,346194.28,86,1
1068,20220809,9,6,2,5,30.7,1105223.48,309,1
1069,20231128,2,11,5,10,34.5,1061442.85,234,1
1070,20240104,6,7,8,1,16.3,60701.05,397,1
1071,20240217,10,10,3,4,62.8,994683.26,69,0
1072,20231031,3,3,8,3,36.6,759496.71,262,1
1073,20230727,8,8,6,3,69.2,1733106.8,284,0
1074,20230218,8,11,6,1,55.1,1273228.49,438,1
1075,20230325,2,11,1,5,8.9,801891,272,1
1076,20241227,9,1,8,5,3.2,571624.6,234,1
1077,20220128,3,4,1,4,52.4,1942559.63,63,1
1078,20230521,3,6,9,2,56.3,880142.43,107,1
1079,20240118,1,4,1,4,16.7,1582962.96,418,1
1080,20241025,4,11,3,2,71.4,89418.48,303,1
1081,20240401,5,2,7,4,4.3,1880086.61,84,0
1082,20230702,3,6,1,3,47.8,1790982.53,67,0
1083,20220329,5,7,3,1,28.2,402039.87,290,1
1084,20220827,2,4,1,1,27,1129233.7,316,1
1085,20220801,7,4,6,3,65.2,962891.9,232,1
1086,20230914,6,6,7,2,25,805501.32,271,1
1087,20231021,1,6,5,5,29.8,1453285.85,151,1
1088,20240120,8,2,1,4,57.1,97441.57,489,1
1089,20230121,10,1,6,1,45.7,1136236.84,6,1
1090,20241020,5,6,5,5,12.1,749889.73,481,1
1091,20220426,1,9,3,2,64,1438179.92,335,1
1092,20220616,5,6,3,5,70.9,1044585.31,347,0
1093,20240826,7,9,6,1,10.7,1309754.2,145,1
1094,20220429,10,7,9,4,21.9,,180,1
1095,20230819,1,10,3,5,10.4,1922627.62,49,1
1096,20240623,2,9,3,4,71.8,355292.35,144,1
1097,20230410,10,12,10,2,4.2,908718.1,497,1
1098,20220124,4,3,1,4,51.1,145978.27,358,1
1099,20240724,10,10,9,5,-2,937103.71,34,1
1100,20240921,2,4,5,1,67.5,151450.67,388,1
1101,20230113,9,12,8,2,63.8,310596.2,206,1
1102,20240104,1,3,6,5,48.3,864279.55,124,1
1103,20220830,10,11,9,1,64.2,1947061.71,471,1
1104,20220325,6,9,9,5,13.1,340354.52,411,1
1105,20220508,4,1,2,3,63.6,568811.53,54,1
1106,20230324,1,5,1,1,3,1721204.89,12,1
1107,20220528,5,12,2,3,31.7,1140370.34,484,1
1108,20230124,3,5,9,5,6.5,321190.25,345,1
1109,20241002,5,9,1,4,44.7,384191.88,256,1
1110,20240308,7,10,10,1,55,1163022.04,232,1
1111,20240505,4,11,9,4,42.2,1449241.39,159,0
1112,20241015,9,9,3,4,29.6,1042699.47,147,1
1113,20241203,10,5,1,1,50.2,1456269.34,337,0
1114,20220719,4,6,6,5,52.7,60449.22,261,1
1115,20230703,4,5,1,4,24,674614.07,52,1
1116,20221123,7,2,6,3,54.7,558951.29,298,1
1117,20231024,2,9,1,4,10.8,1600160.05,16,1
1118,20230907,8,4,3,4,62.4,948986.67,128,1
1119,20220212,8,5,1,2,52.4,181402.87,161,1
1120,20230212,4,6,3,2,28.5,1171477.39,32,1
1121,20220614,2,9,8,5,57.4,528243.08,284,1
1122,20230203,9,7,6,3,10.5,1658358.84,346,1
1123,20221223,6,4,10,3,57.8,1560787.22,445,1
1124,20230817,4,9,9,1,36.6,907287.03,223,1
1125,20220412,10,10,5,3,40.5,476403.4,81,0
1126,20240401,1,5,9,4,36.6,1125205.15,39,1
1127,20220725,2,1,10,5,70.3,857160.39,125,1
1128,20241214,8,11,1,3,41.6,535731.07,249,1
1129,20231021,4,3,1,2,9.3,709181.78,268,1
1130,20231031,8,3,3,4,62.4,1281567.1,203,1
1131,20241013,3,10,4,4,24.7,1796636.75,359,1
1132,20220920,7,4,7,5,56.1,278054.85,490,1
1133,20241013,10,8,3,2,66.5,1621209.15,300,1
1134,20220115,4,11,1,2,13.1,1252061.38,495,1
1135,20230903,2,11,5,4,28.9,896086.77,360,1
1136,20220315,3,7,3,1,18.8,946824.2,4,1
1137,20231021,1,2,2,3,21.1,254229,191,1
1138,20220520,4,1,9,4,31.2,1363705.41,374,1
1139,20240203,1,11,9,3,30.3,1961469.19,83,1
1140,20220831,-1,7,6,3,65.5,546114.95,116,1
1141,20240325,3,5,5,5,42.2,1375957.79,284,0
1142,20230823,9,5,2,3,13.9,998357.61,333,0
1143,20230103,9,4,2,5,10,1556127.45,144,0
1144,20241221,2,5,3,2,9,1777343.56,163,0
1145,20231010,4,12,7,3,50.4,126286.98,457,1
1146,20240903,10,6,7,4,13.8,247029.66,237,1
1147,20240707,4,7,5,5,26.8,1342799.39,438,1
1148,20240412,1,3,5,3,48.4,580542.14,80,1
1149,20231007,10,4,9,4,5.5,1505912.37,358,1
1150,20221208,5,6,3,4,23.1,1363068.73,392,1
1151,20230809,2,2,8,5,27.1,1646432.06,379,1
1152,20230519,4,5,5,1,8.8,1596143.29,472,1
1153,20241009,3,12,8,1,33.7,3905.08,244,1
1154,20230305,7,4,1,1,58,929990.55,65,1
1155,20221224,9,12,3,1,20.7,206125.32,207,1
1156,20230830,8,4,4,2,23.8,835835.4,381,0
1157,20220208,8,12,9,4,43.4,801899.03,9,1
1158,20240528,3,8,4,2,66.8,1697398.34,146,1
1159,20230905,3,6,4,2,23.9,1390547.38,248,1
1160,20220620,5,7,2,2,11.8,331301.18,231,1
1161,20241128,8,12,3,4,50.5,764070.25,93,1
1162,20240117,,4,3,2,67.1,396679.68,20,1
1163,20230327,9,8,3,3,0.9,171634.71,443,1
1164,20220803,4,7,5,1,38.4,286004.19,163,1
1165,20231018,10,7,9,4,70.9,1516265.81,270,1
1166,20240510,1,2,2,3,29,903443.87,372,1
1167,20240301,9,9,1,4,6.6,607247.08,467,1
1168,20230601,7,6,3,2,33.3,347185.6,429,1
1169,20240515,2,8,9,3,33,309577.04,83,1
1170,20240807,7,6,3,2,59.1,915513.68,215,1
1171,20240629,9,10,3,5,1,992033.15,189,1
1172,20231123,8,2,10,5,23.3,1756683.04,164,1
1173,20220613,2,2,8,3,52.9,374987.27,343,1
1174,20240910,9,7,3,2,4.2,N/A,453,1
1175,20220423,8,10,3,4,65,204001.4,200,1
1176,20230822,4,9,3,5,38,1552750.73,76,1
1177,20230909,10,5,2,4,70.4,1382890.68,239,1
1178,20230331,6,10,8,2,17.1,1335318.02,206,0
1179,20230414,6,1,6,5,59.7,548075.13,43,1
1180,20220319,1,10,3,3,56.2,306306.05,129,1
1181,20231120,10,7,5,5,48.4,1814523.06,262,1
1182,20230104,2,10,6,2,63.4,1663877,99,1
1183,20241229,8,11,1,2,,417346.49,452,1
1184,20241117,4,9,2,1,56.4,1424207.25,294,1
1185,20240229,6,11,7,2,46,469192.15,229,1
1186,20230927,9,1,1,2,36.7,1102094.64,183,1
1187,20231108,7,5,7,1,34.7,36207.17,155,1
1188,20230119,10,6,1,1,53.8,1732741.46,378,1
1189,20240719,10,2,6,4,46,974207.23,449,0
1190,20220609,8,9,3,3,38.7,1060882.99,200,0
1191,20240618,,4,6,2,65.2,618438.03,58,1
1192,20240421,9,7,5,2,5,778590.6,125,0
1193,20240316,1,11,10,1,33,508232.14,295,1
1194,20230715,10,11,4,4,63,73766.95,234,0
1195,20231021,1,7,2,5,16.2,295441.78,328,1
1196,20220103,2,11,1,2,,945047.51,422,1
1197,20230216,7,10,9,3,27,1221482.51,183,1
1198,20220321,8,7,3,3,16.8,1529708.77,176,1
1199,20230518,9,11,2,1,66.1,746176.15,153,1
1200,20240415,1,12,9,1,3.8,1706020.67,95,1
1201,20230329,7,1,2,3,27.2,1575454.35,496,1
1202,20220821,2,12,8,4,14.5,-,167,1
1203,20221006,1,1,5,5,0.6,843370.59,195,1
1204,20230109,2,4,10,1,7.6,1154544.84,414,1
1205,20220911,2,3,8,1,11.6,772713.74,202,1
1206,20220822,9,3,6,4,57.2,833819.19,357,1
1207,20220710,6,11,6,2,23.9,199377.33,355,0
1208,20240207,3,3,2,5,50.7,1568929.56,335,1
1209,20240404,3,9,2,1,22.3,903804.81,274,1
1210,20240913,4,9,5,2,36.3,1229319.48,204,1
1211,20230629,1,8,7,2,70.1,1190461.77,194,1
1212,20240315,9,3,7,2,59.7,924050.48,481,0
1213,20240518,5,1,2,4,16.8,933123.59,41,1
1214,20221022,8,4,7,3,70,334216.6,289,1
1215,20240411,9,10,5,2,50.7,576420.13,436,1
1216,20240617,2,7,2,4,8.2,1090533.29,486,1
1217,20240329,4,7,9,1,50.4,345574.19,449,1
1218,20220727,5,5,3,3,14.4,1256061.62,234,1
1219,20230714,2,7,6,5,13.4,532525.8,226,1
1220,20230621,3,1,3,3,50.1,1606816.51,186,1
1221,20230429,9,3,9,2,52.5,,496,1
1222,20240304,9,4,4,1,37.3,1947959.7,440,0
1223,20240821,6,6,1,4,72,1681393.49,297,1
1224,20220909,6,7,1,4,6.7,154537.64,93,1
1225,20241020,3,6,3,3,62.6,1334140.87,403,1
1226,20230201,8,3,1,1,22.4,1142919.37,220,1
1227,20221103,4,9,1,4,52,1666231.39,166,1
1228,20240806,4,9,3,2,27.8,315535.2,268,1
1229,20221227,9,7,8,5,22.6,1530198.02,215,1
1230,20231124,5,2,7,2,16.2,1947741.88,340,1
1231,20240624,7,11,1,4,30.4,1020009.11,356,1
1232,20221225,8,3,1,4,23.1,455306.92,343,0
1233,20240909,4,9,1,4,55.1,663276.9,333,1
1234,20240321,8,12,9,4,33.4,1460047.01,97,1
1235,20240805,1,3,7,10,60.9,1969411.14,270,1
1236,20220313,3,9,4,2,68.7,156950.63,438,1
1237,20241102,99,3,1,3,30.6,1507196.04,274,1
1238,20221210,8,12,3,3,53.3,216615.67,228,1
1239,20230908,,11,1,3,44.5,1826192.48,497,1
1240,20240417,8,2,5,4,67,560136.14,364,1
1241,20231114,3,7,1,1,17.1,408517.29,289,1
1242,20231114,7,8,5,5,54,343213.34,432,1
1243,20230207,2,6,1,1,30.6,743790.91,328,1
1244,20230501,,5,8,5,44.1,750082.74,236,1
1245,20230311,4,5,7,2,63.8,1388179.98,143,0
1246,20240919,2,12,4,4,68.2,320757.81,349,1
1247,20241119,9,9,1,1,52.6,455259.5,268,1
1248,20221128,1,8,1,1,69.7,214291.63,407,1
1249,20230108,1,2,9,1,38.1,89343.01,157,1
1250,20240413,1,12,6,2,5.4,1456753.12,118,1
1251,20231123,8,5,7,3,53.9,1349252.84,68,1
1252,20231228,8,11,1,3,54.7,536211.61,173,1
1253,20220309,,8,5,5,64.6,1362134.15,15,1
1254,20231206,3,7,4,4,33.9,1567260.88,480,1
1255,20230608,5,4,3,3,39.4,951990.57,247,1
1256,20221126,1,3,5,4,26.6,868622.25,266,1
1257,20220626,7,6,9,3,45.8,809091.93,233,1
1258,20220729,10,3,6,2,52.5,1943024.77,113,1
1259,20221117,8,4,9,4,28.7,393402.41,147,1
1260,20230314,7,5,7,2,24.4,252614.06,432,1
1261,20220709,9,1,7,3,71.8,1109627.65,253,1
1262,20240103,8,11,9,4,59.4,1903588.92,120,1
1263,20220417,4,12,1,1,53.4,1912820.82,216,1
1264,20220116,6,7,3,3,17.8,1833297.89,329,1
1265,20240513,5,2,5,3,66.9,347771.02,66,1
1266,20220423,1,11,9,3,4.7,1114581.34,361,0
1267,20220227,10,5,9,4,41.7,435398.04,157,1
1268,20241202,1,10,3,3,34,224739.73,247,1
1269,20221201,10,7,10,1,37.4,957011.12,497,1
1270,20241015,7,9,6,1,62.4,769694.04,400,1
1271,20220814,9,9,8,4,26.4,181427.42,489,1
1272,20231209,6,12,2,2,61.9,1179953.47,83,1
1273,20240920,10,10,3,4,2.3,1478153.03,207,1
1274,20220810,9,7,4,2,19.3,776265.11,78,1
1275,20230222,10,12,3,3,55.5,186368.17,150,1
1276,20220509,8,6,3,4,52.5,1927820.77,337,1
1277,20240208,8,2,9,0,11.2,216577.63,235,1
1278,20230714,4,12,5,5,46.9,544850.62,191,1
1279,20220901,3,11,3,3,67.4,1274941.87,130,1
1280,20241123,1,7,1,2,48,889177.35,365,1
1281,20241211,2,9,10,4,68.2,1454826.3,189,1
1282,20220925,3,7,5,2,22.1,147178.35,99,1
1283,20220307,2,6,7,3,0,1696252.17,455,1
1284,20231201,10,9,3,3,65.5,854225.61,407,1
1285,20241222,10,5,7,3,58.4,231193.82,179,0
1286,20240314,1,3,3,-1,41.1,932846.11,420,1
1287,20220707,10,3,1,1,14.9,640117.03,426,1
1288,20230327,9,4,9,5,30.4,1355407.01,72,1
1289,20230130,4,7,9,4,7.4,802861.09,448,1
1290,20231024,6,2,1,1,56.6,1564630.99,438,1
1291,,10,8,10,2,43.1,525047.34,469,1
1292,20221029,1,6,6,5,54.6,406469.54,490,1
1293,20230410,7,7,3,3,30.7,606196.81,153,1
1294,20240927,2,6,1,5,51.5,778456.48,430,1
1295,20230801,8,10,2,1,5.9,83702.02,297,1
1296,20230412,2,7,9,5,38.6,1522406.02,177,1
1297,20230201,8,6,3,3,41.8,596334.38,163,1
1298,,10,3,3,4,34.7,314317.32,299,1
1299,20231220,5,4,1,4,7.1,249459.12,425,0
1300,20230905,5,10,3,3,69.5,210204.69,125,1
1301,20240401,8,7,7,4,61.3,308145.2,262,1
1302,20230303,8,9,6,5,58.4,842074.93,48,1
1303,20220715,6,6,1,1,10.7,516014.83,33,1
1304,20221016,5,8,6,2,60.5,926216.34,170,1
1305,20240617,10,7,3,3,45.3,1699047.28,392,1
1306,20220930,9,12,1,5,60.9,318318.94,301,1
1307,20231220,1,9,1,1,10.3,701250.18,293,1
1308,20221015,4,8,3,1,61.6,1368676.55,463,1
1309,20221017,2,4,1,5,54.4,1130293.4,324,1
1310,20220718,2,11,5,2,16.2,1828729.34,39,1
1311,20230721,7,4,8,3,28.8,372711.87,179,1
1312,20230405,1,1,1,3,25.7,256865.49,446,1
1313,20240309,9,10,1,4,29.4,1904677.75,97,1
1314,20221108,9,1,9,4,49,1105541.06,460,1
1315,20221107,9,1,9,1,24.8,1157522.82,438,1
1316,20220313,3,1,1,4,54.6,228077.17,82,1
1317,20230127,8,2,5,1,6.7,1040415.87,75,1
1318,20230805,1,2,1,1,16,1839722.51,411,1
1319,20230525,10,4,8,4,24.3,445511.9,256,0
1320,20240717,5,3,1,1,46.7,1996902.28,156,1
1321,20240211,2,4,9,2,64.3,1921434.42,214,0
1322,20240103,5,4,8,1,8.6,1571002.48,67,1
1323,20230823,1,7,5,4,31.8,483209.8,383,1
1324,20221109,8,5,9,3,24.2,868175.1,489,1
1325,20240812,-1,2,2,3,22.9,1450258.12,253,1
1326,20240415,2,7,5,4,33.9,1634406.98,411,0
1327,20240309,8,7,5,1,57.1,307258.3,183,1
1328,20221015,4,1,7,5,4.4,835045.08,332,0
1329,20240525,8,7,1,2,48.6,1445944.1,86,1
1330,20240926,6,10,9,1,4.2,797086.24,16,1
1331,20230710,7,12,6,2,3.8,1072526.33,368,1
1332,20221016,8,3,9,1,25.1,838769.85,50,1
1333,20220930,4,12,7,2,65.7,349279.26,90,0
1334,20230413,5,3,9,4,57.8,1567839.34,393,1
1335,20220401,3,8,8,2,61.4,143582,41,1
1336,20231228,4,11,5,4,21.9,866538.73,451,0
1337,20231107,2,10,10,4,62.4,698474.25,157,1
1338,20240521,2,2,3,1,9.3,71470.37,96,1
1339,20241103,7,11,9,1,35,1939306.34,151,0
1340,20231227,4,9,10,3,3.5,25899.73,132,0
1341,20221120,6,11,3,4,65.2,1094616.82,468,1
1342,20230610,5,10,3,5,71.1,1325531.44,119,1
1343,20240627,10,8,3,1,47.1,630856.03,119,0
1344,20231009,9,12,3,3,14,48933.69,271,1
1345,20221213,4,8,9,4,34.9,608001.54,412,0
1346,20240122,4,8,5,3,6.1,1009668.23,167,1
1347,20220330,1,7,6,1,24.6,1248433.76,495,1
1348,20221004,9,12,3,1,59.5,1828384.74,216,1
1349,20240712,9,6,3,4,67,1113311.7,242,1
1350,20220726,5,8,2,4,34.5,394004.95,209,1
1351,20230923,1,11,1,1,34,N/A,137,1
1352,20241118,6,5,7,5,45.7,596472.77,118,0
1353,20240921,9,11,1,4,1.9,974165.24,48,0
1354,20230424,5,9,1,5,53.5,744454.16,459,1
1355,20220301,9,7,8,1,57.7,1156751.74,441,1
1356,20220610,3,10,1,5,55.7,150049.46,177,1
1357,20230212,10,1,1,2,67.7,313267.58,18,1
1358,20230428,6,7,1,3,14.7,789786.18,83,1
1359,20241210,3,12,7,5,29,891929.3,99,1
1360,20240208,9,2,5,3,38.1,182985.39,146,1
1361,20240727,4,9,9,5,12.9,1195123.11,495,1
1362,20220322,99,10,8,2,45.9,1220944.96,425,1
1363,20240416,7,10,6,3,59.8,1066606.01,125,1
1364,20221004,6,6,6,3,43.7,1769972.6,69,1
1365,20240705,3,10,1,2,63.3,1881959.42,311,1
1366,20240422,5,4,3,4,56.3,1155324.2,340,1
1367,20240414,5,4,9,3,61,1526144.8,485,1
1368,20230516,6,5,1,5,53.2,1124950.35,427,0
1369,20230321,6,3,2,3,11.7,144085.5,74,1
1370,20220427,4,2,6,6,24.8,231963.1,22,1
1371,20240104,3,12,4,5,1.8,130307.59,61,1
1372,20241125,5,10,1,5,64,406806.01,381,1
1373,20220823,7,2,5,3,42.1,1697662.23,357,0
1374,20230121,1,5,2,4,20.2,867529.95,145,1
1375,20230201,5,12,5,3,15.3,1720263.46,426,1
1376,20240507,8,9,3,5,29.6,562165.42,44,1
1377,20230115,8,6,2,1,33,31095.38,26,1
1378,20240204,10,12,3,4,23.4,678383.01,414,1
1379,20231216,10,10,5,3,48.3,1109062.91,95,0
1380,20230223,9,3,5,1,9.4,1327766.68,281,1
1381,20241229,8,9,1,3,14.4,1964538.92,135,1
1382,20230413,7,8,2,3,35,626664.95,272,1
1383,20231120,4,3,3,1,34.1,1460291.59,484,1
1384,20230225,10,12,5,2,50.2,-500,478,0
1385,20240226,1,5,3,4,9.7,1726439.85,11,1
1386,20230130,10,10,5,1,24.8,986261.85,266,1
1387,20220504,1,12,9,1,15.4,660643.49,400,1
1388,20240418,3,10,1,4,12,413195.11,176,1
1389,20231214,2,10,1,2,62.2,637454.87,213,1
1390,20220805,5,3,2,1,17.1,166928.74,308,0
1391,20240327,5,4,1,2,48.9,1468105.91,269,1
1392,20220509,9,12,1,4,47.6,407180.9,416,0
1393,20230417,3,3,1,1,53.8,964762.56,59,1
1394,20240630,3,11,4,3,65.1,329786.21,182,1
1395,20230914,4,12,3,2,37.5,,356,1
1396,20231018,4,11,2,5,50,1479220.47,433,1
1397,20230103,9,4,1,4,57.8,1063446.48,46,1
1398,20231101,1,11,3,2,16.3,1847835.76,419,1
1399,20230719,10,5,2,4,29,1603436.2,499,1
1400,20240612,6,8,2,5,7.9,1815173.05,312,0
1401,20220516,10,11,7,1,7.6,1641247.89,161,1
1402,20221226,2,3,6,5,37.9,1750740.72,487,1
1403,20241106,6,1,3,1,9,758059.16,104,1
1404,20230426,2,11,1,1,38.1,1225099.1,318,1
1405,20220820,1,10,10,4,29.3,29490.71,256,0
1406,20220527,4,2,9,5,35.7,1544113.43,277,0
1407,20240102,3,6,6,4,5.2,146596.59,386,1
1408,20220304,5,6,10,4,0,1560900.76,58,1
1409,20220823,6,2,1,2,50.8,1211202.95,138,1
1410,20240124,1,9,1,3,38.9,1979576.16,405,1
1411,20221124,8,8,9,1,20.3,542219.2,177,1
1412,20240515,3,1,9,5,6.5,75085.89,356,1
1413,20220111,4,7,5,1,10.4,1558283.67,217,1
1414,20240820,10,12,7,5,41.4,1869243.36,430,1
1415,20240703,8,10,2,2,32.9,-,257,1
1416,20220410,3,9,1,1,56.9,113502.73,240,1
1417,20220815,8,1,3,5,9.1,795103,24,1
1418,20240410,5,1,2,5,48,173053.73,372,1
1419,20230728,7,3,1,3,2.2,374005.46,50,0
1420,20230426,7,3,9,3,0.7,1574164.84,6,0
1421,20240608,1,7,1,3,69.3,174968.26,45,1
1422,20220123,3,9,1,4,56.1,1135947.18,27,1
1423,20240724,7,7,1,2,29.6,1422719.1,309,1
1424,20240517,5,6,6,1,28.6,1382238.93,414,1
1425,20221109,5,12,1,1,36.2,203299.55,25,1
1426,20230924,5,3,7,4,49.6,42702,106,1
1427,20220703,1,11,3,3,13,1462966.24,243,1
1428,20231211,1,7,3,2,40.4,1300462.23,139,1
1429,20240704,1,2,3,5,36.1,702405.25,410,1
1430,20240622,4,4,3,4,68.2,237381.95,119,0
1431,20230906,4,11,7,2,15.7,587762.92,398,0
1432,20240904,5,1,8,4,N/A,1910321.21,12,0
1433,20230724,2,2,9,2,14.8,469909.05,462,1
1434,20220813,8,12,3,3,43.4,1303287.67,296,1
1435,20230519,8,2,10,4,60.9,292327.46,32,1
1436,20221003,10,2,6,5,7.9,1355959.69,93,1
1437,20230511,10,2,3,2,54.2,282647.42,483,0
1438,20220311,9,6,10,3,20.7,-,429,1
1439,20230529,7,7,1,5,17.4,1887118.39,38,1
1440,20230304,1,7,6,5,23.1,1134370.51,375,1
1441,20220222,8,11,3,1,35.6,649110.14,126,1
1442,20241005,10,7,9,2,50.3,1219413.72,347,1
1443,20241102,3,8,3,2,42.5,644921.44,463,1
1444,20240613,1,6,10,3,26.9,829508.9,39,1
1445,20240825,1,10,6,4,68.5,1717421.32,120,0
1446,20221003,4,3,6,1,44.7,1743757.26,336,1
1447,20241006,2,9,1,2,0,1564220.82,50,0
1448,20220717,10,6,9,5,61.3,993737.55,56,1
1449,20221114,3,4,5,4,41.5,707463.09,295,1
1450,20230305,2,6,10,2,22.2,910883.82,257,1
1451,20221218,6,8,6,1,64.5,845644.9,374,0
1452,20220928,9,7,1,5,44.8,829146.67,102,1
1453,20240618,9,12,9,3,38.6,1977856.29,144,1
1454,20220109,10,10,1,5,25.5,1799651.91,390,1
1455,20230126,8,12,5,3,19.4,1568138.08,197,0
1456,20221030,6,9,8,5,50.9,1969136.18,265,1
1457,20240505,1,1,1,5,16.7,849364.53,453,1
1458,20221229,4,8,4,5,68.4,308329.71,159,1
1459,20240707,1,4,1,3,67.6,126787.49,260,1
1460,20240510,1,5,5,4,59.9,1514747.7,347,1
1461,20230330,3,10,6,3,33.9,,242,1
1462,20220807,10,2,4,2,58.7,1787098.43,213,1
1463,20221015,5,10,9,5,41,1213760.35,411,1
1464,20240926,9,2,6,2,63.5,254941.42,355,1
1465,20240712,5,7,6,5,55.7,833839.05,90,1
1466,20240823,7,2,5,2,30.3,1304041.43,27,1
1467,20220122,6,8,1,4,22.7,854798.21,193,0
1468,20240812,7,2,2,1,5.9,1315767.13,203,1
1469,20230110,4,8,10,1,18.2,353110.64,376,1
1470,20220823,5,1,7,2,16.2,964538.67,108,0
1471,20220809,5,5,10,2,3.7,66341.77,439,1
1472,20230923,1,12,2,2,19.2,601817.06,316,1
1473,20220822,3,4,10,4,9.5,872749.15,381,1
1474,20240324,9,7,3,2,48.9,1858048.52,217,1
1475,20240411,9,4,8,4,28.2,1058941.89,465,1
1476,20241202,7,9,1,3,44,501922.75,467,1
1477,20230623,4,11,9,2,33.2,140645.51,26,1
1478,20230219,10,5,3,4,64.2,1638590.83,303,1
1479,20220809,3,1,5,4,12.2,994831.32,422,1
1480,20220811,5,1,5,1,8.6,1360018.54,164,1
1481,20230122,1,12,9,5,70.2,1308747.4,490,1
1482,20240801,6,11,2,3,15.5,208816.93,402,1
1483,20240316,6,3,9,3,6.7,1521901.86,183,1
1484,,10,9,2,2,60.5,172026.62,21,1
1485,20240117,7,5,7,4,38.5,918953.58,204,0
1486,20220218,4,9,3,4,55.8,465778.1,365,0
1487,20230224,8,9,9,4,58.3,915599.83,306,1
1488,20230601,1,8,3,2,1.6,1936074.98,274,1
1489,20240401,10,5,1,1,59.3,730259.14,151,1
1490,20241112,9,2,3,1,34.6,341266.51,392,1
1491,20230404,4,11,3,1,36.5,809997.66,337,1
1492,20240607,4,3,2,4,39.3,611734.58,162,1
1493,20230418,9,1,1,3,30.4,1235131.46,478,1
1494,20220806,7,3,10,1,33.9,1384454.84,155,1
1495,20230227,4,6,6,5,59.7,366467.97,303,1
1496,20240625,3,7,3,1,24,1726566.45,413,1
1497,20240424,9,1,8,1,6.8,1654477.46,91,1
1498,20230717,9,10,5,3,9.9,160263.63,18,1
1499,20220522,,3,3,2,21,1506712.45,315,1
1500,20231117,7,11,9,3,48.3,1703968.41,444,1
1501,20221219,6,4,3,1,71.1,143668.67,485,1
1502,20220228,1,4,7,3,33.5,430330.7,200,1
1503,20230828,5,12,1,1,50.3,1567009.25,430,1
1504,20230213,8,4,5,3,64.7,324290.17,407,1
1505,20220924,1,10,1,5,29.6,218659.12,461,1
1506,20230121,1,7,9,4,29,266546.79,215,1
1507,,10,4,6,4,29.6,747925.8,430,1
1508,20221225,10,7,9,5,21.7,830738.18,252,1
1509,20240310,6,3,5,2,48.4,1598850.33,63,1
1510,20241208,9,7,2,3,50.9,1910770.21,261,1
1511,20231014,2,9,1,2,20,476002.02,35,1
1512,20231201,6,3,6,3,18.5,1353947.96,104,1
1513,20241220,10,10,3,3,14.9,1179189.87,371,1
1514,20241013,3,4,3,1,45.6,357358.5,133,1
1515,20220905,-1,4,3,3,68,1790105.42,437,1
1516,20240403,6,3,10,1,7.9,1301727,310,1
1517,20221114,9,6,2,4,12.3,1993769.77,475,1
